Sequence,Domain,Family,Species
Streptococcus pneumoniae Taiwan19F-14 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae PNI0199 draft (143 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae PNI0076 draft (154 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae PNI0007 draft (162 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae PNI0008 draft (125 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae SPN061370 draft (37 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae SPN072838 draft (25 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae SPN1041 draft (52 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae PT8114 draft (423 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae 06-01-003MEF draft (343 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae 357 draft (142 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae PCS8235 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae MNZ14 draft (79 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae BS457 draft (97 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae BS455 draft (113 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae str. Canada MDR_19A draft (127 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae CCRI 1974M2 draft (130 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae TIGR4 draft (218 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae BHN191 draft (94 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae DAR3264 draft (55 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae DAR831 draft (52 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae ICE44 draft (83 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae WL400 draft (87 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pneumoniae Sp647 draft (95 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pneumoniae
Streptococcus pseudopneumoniae G42 draft (199 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pseudopneumoniae
Streptococcus pseudoporcinus SPIN 20026 draft (35 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pseudoporcinus
Streptococcus pseudoporcinus SPIN 20026 draft (35 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pseudoporcinus
Streptococcus pyogenes str. Manfredo chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes HKU QMH11M0907901,BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes MGAS1882 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes SSI-1 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes MGAS10394 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes MGAS8232 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes GA19681 draft (119 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes UTMEM-1 draft (54 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes GA41208 draft (45 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes GA06023 draft (420 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes GA19702 draft (35 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes GA03455 draft (55 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020060793 draft (13 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020047959 draft (8 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020048184 draft (9 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020038544 draft (9 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020040643 draft (7 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020064181 draft (9 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020046158 draft (12 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020057288 draft (4 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020049540 draft (4 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020030063 draft (12 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020057168 draft (22 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020052497 draft (12 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020005887 draft (4 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020014897 draft (10 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020026799 draft (10 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020031290 draft (3 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020032523 draft (9 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020044173 draft (5 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020046264 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020048395 draft (10 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020047993 draft (12 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020046470 draft (4 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020004984 draft (15 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020005405 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020006309 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020014690 draft (7 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020052898 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020052309 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020048503 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020047635 draft (7 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020050193 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020056883 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020052877 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020050818 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020038545 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes ABC020032535 draft (2 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes SP5-LAU draft (20 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes strain Lacen4 draft (50 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus pyogenes MGAS2111 draft (126 frags),BacteriaFamilies,Streptococcaceae,Streptococcus pyogenes
Streptococcus ratti FA-1 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus ratti
Streptococcus ratti FA-1 = DSM 20564 draft (182 frags),BacteriaFamilies,Streptococcaceae,Streptococcus ratti
Streptococcus salivarius JIM8777,BacteriaFamilies,Streptococcaceae,Streptococcus salivarius
Streptococcus salivarius M18 draft (6 frags),BacteriaFamilies,Streptococcaceae,Streptococcus salivarius
Streptococcus salivarius PS4 draft (56 frags),BacteriaFamilies,Streptococcaceae,Streptococcus salivarius
Streptococcus salivarius CCHSS3,BacteriaFamilies,Streptococcaceae,Streptococcus salivarius
Streptococcus sanguinis SK1058 draft (23 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sanguinis
Streptococcus sanguinis SK1 draft (13 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sanguinis
Streptococcus sanguinis SK150 draft (27 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sanguinis
Streptococcus sanguinis SK353 draft (17 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sanguinis
Streptococcus sobrinus TCI-367 draft (325 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-363 draft (356 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-357 draft (220 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-355 draft (227 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-107 draft (283 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-395 draft (379 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-376 draft (511 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-53 draft (359 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus TCI-50 draft (366 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus W1703 draft (130 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus DSM 20742 = ATCC 33478 draft (54 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sobrinus DSM 20742 = ATCC 33478 strain DSM 20742 draft (55 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sobrinus
Streptococcus sp. 2_1_36FAA draft (13 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. 2_1_36FAA
Streptococcus sp. HPH0090 draft (14 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. HPH0090
Streptococcus sp. HSISM1 draft (118 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. HSISM1
Streptococcus sp. HSISS1 draft (41 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. HSISS1
Streptococcus sp. M143 draft (28 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. M143
Streptococcus sp. oral taxon 071 str. 73H25AP draft (20 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. oral taxon 071
Streptococcus sp. oral taxon 071 str. 73H25AP draft (20 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. oral taxon 071
Streptococcus sp. SK643 -1 draft (31 frags),BacteriaFamilies,Streptococcaceae,Streptococcus sp. SK643
Streptococcus suis 89/1591 draft (82 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis D9 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis GZ1 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis ST1 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis ST3 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis 161_00P5 draft (106 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis 89/1591 draft (82 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis T15,BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS66 draft (40 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS43 draft (67 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS3 draft (68 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS24 draft (59 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS17-2 Streptococcus suis YS17 draft (67 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS14 draft (45 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis 92-4172 draft (102 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis 89-5259 draft (141 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis 4961 draft (71 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis 11538 draft (39 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis YS46 draft (146 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus suis NT77 draft (146 frags),BacteriaFamilies,Streptococcaceae,Streptococcus suis
Streptococcus thermophilus MN-ZLW-002 chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus plasmid pSMQ-316 ,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus SMQ-173 plasmid pSMQ173b ,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus plasmid pER13 ,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus 2783 plasmid pt38 ,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus plasmid pSMQ172 ,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus MTCC 5460 draft (143 frags),BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus thermophilus LMD-9,BacteriaFamilies,Streptococcaceae,Streptococcus thermophilus
Streptococcus uberis 0140J chromosome,BacteriaFamilies,Streptococcaceae,Streptococcus uberis
Streptococcus vestibularis F0396 draft (11 frags),BacteriaFamilies,Streptococcaceae,Streptococcus vestibularis
Streptococcus vestibularis F0396 draft (11 frags),BacteriaFamilies,Streptococcaceae,Streptococcus vestibularis
Pseudomonas stutzeri ATCC 17588 = LMG 11199 chromosome,BacteriaFamilies,Pseudomonadaceae,Stutzerimonas stutzeri
Pseudomonas sp. TS44 Pseudomonas stutzeri TS44 draft (78 frags),BacteriaFamilies,Pseudomonadaceae,Stutzerimonas stutzeri
Pseudomonas stutzeri strain 28a24,BacteriaFamilies,Pseudomonadaceae,Stutzerimonas stutzeri
Stx2-converting phage 1717 complete prophage genome,ViralFamilies,Siphoviridae,Stx2-converting phage 1717
Sutterella wadsworthensis 3_1_45B draft (61 frags),BacteriaFamilies,Sutterellaceae,Sutterella wadsworthensis
Sutterella wadsworthensis 3_1_45B draft (61 frags),BacteriaFamilies,Sutterellaceae,Sutterella wadsworthensis
Tannerella sp. 6_1_58FAA_CT1 draft (88 frags),BacteriaFamilies,Porphyromonadaceae,Tannerella sp. 6_1_58FAA_CT1
Tannerella sp. 6_1_58FAA_CT1 draft (88 frags),BacteriaFamilies,Porphyromonadaceae,Tannerella sp. 6_1_58FAA_CT1
Tatumella ptyseos ATCC 33301 draft (85 frags),BacteriaFamilies,Enterobacteriaceae,Tatumella ptyseos
Tobacco mild green mosaic virus isolate Xiamen,ViralFamilies,Virgaviridae,Tobacco mild green mosaic virus
Tobacco mosaic virus,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus 183 kDa protein 126 kDa protein 54 kDa protein movement protein and coat protein genes complete cds,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Fengjie-1,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Wenxing,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Pingtan-2,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Longlin-1,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Xiongfan-1,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Changle-9,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Xunyang,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Huidong,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Fenggang-1,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Tor2-L1,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate Ancestor,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tobacco mosaic virus isolate WT-L2,ViralFamilies,Virgaviridae,Tobacco mosaic virus
Tomato mosaic virus strain ToMV1-2,ViralFamilies,Virgaviridae,Tomato mosaic virus
tomato mosaic virus genes encoding RNA-dependent RNA polymerase movement protein and coat protein,ViralFamilies,Virgaviridae,Tomato mosaic virus
Torque teno virus complete genome isolate TTV-HD19 (rheu242),ViralFamilies,Anelloviridae,Torque teno virus
Uncultured bacterium plasmid pTRACA18 ,Bacteria_noFamily,Bacteria_unknownfamily,uncultured bacterium
Uncultured eubacterium plasmid pIE1130 ,Bacteria_noFamily,Bacteria_unknownfamily,uncultured bacterium
Varibaculum cambriense DSM 15806 draft (10 frags),BacteriaFamilies,Actinomycetaceae,Varibaculum cambriense
Veillonella atypica ACS-049-V-Sch6 draft (63 frags),BacteriaFamilies,Veillonellaceae,Veillonella atypica
Veillonella atypica ACS-134-V-Col7a draft (70 frags),BacteriaFamilies,Veillonellaceae,Veillonella atypica
Veillonella atypica KON draft (68 frags),BacteriaFamilies,Veillonellaceae,Veillonella atypica
